model,method,panel,veri_turu,n_rows,n_selected_features,train_rows,test_rows,accuracy,f1,f1_macro,precision,recall,mcc,pr_auc,roc_auc
CatBoost,WRAPPER_RFE,MASTER,TEMİZLENMİŞ,2931,50,2344,587,0.82793867120954,0.8801897983392646,0.7875269233388166,0.8983050847457628,0.8627906976744186,0.576968207363068,0.9387260243125404,0.8723744630425123
CatBoost,WRAPPER_RFE,KANSER,TEMİZLENMİŞ,388,50,310,78,0.8589743589743589,0.9009009009009009,0.8282282282282283,0.8771929824561403,0.9259259259259259,0.6599670323600246,0.8894916818588479,0.8703703703703703
CatBoost,WRAPPER_RFE,PAH,TEMİZLENMİŞ,372,50,297,75,0.8666666666666667,0.9253731343283582,0.6501865671641791,0.8611111111111112,1.0,0.4457779141208643,0.9423314140794099,0.8101736972704715
CatBoost,WRAPPER_RFE,CFTR,TEMİZLENMİŞ,111,50,88,23,0.8695652173913043,0.9230769230769231,0.7472527472527473,0.9,0.9473684210526315,0.5034965460952284,0.9464221559585742,0.7763157894736842
