model,k,method,panel,scenario,n_rows,n_selected_features,train_rows,test_rows,accuracy,f1,f1_macro,precision,recall,mcc,pr_auc,roc_auc
CatBoost,10,FILTER_ANOVA,CFTR,CatBoost_Kategorik_String_Eksik_Veri_Korundu_Yuksek_Eksik_Sutun_Silinmis,111,10,88,23,0.8695652173913043,0.9230769230769231,0.7472527472527473,0.9,0.9473684210526315,0.5034965460952284,0.9237821904617569,0.763157894736842
CatBoost,10,FILTER_MUTUAL_INFO,CFTR,CatBoost_Kategorik_String_Eksik_Veri_Korundu_Yuksek_Eksik_Sutun_Silinmis,111,10,88,23,0.782608695652174,0.8648648648648649,0.6546546546546547,0.8888888888888888,0.8421052631578947,0.3143730417143384,0.9396937965986358,0.75
CatBoost,10,WRAPPER_RFE,CFTR,CatBoost_Kategorik_String_Eksik_Veri_Korundu_Yuksek_Eksik_Sutun_Silinmis,111,10,88,23,0.8695652173913043,0.9230769230769231,0.7472527472527473,0.9,0.9473684210526315,0.5034965460952284,0.9542770203923858,0.8026315789473684
CatBoost,10,EMBEDDED,CFTR,CatBoost_Kategorik_String_Eksik_Veri_Korundu_Yuksek_Eksik_Sutun_Silinmis,111,10,88,23,0.8260869565217391,0.9,0.6166666666666667,0.8571428571428571,0.9473684210526315,0.26549712202679576,0.9747416111580194,0.881578947368421
CatBoost,10,FILTER_ANOVA + WRAPPER_RFE,CFTR,CatBoost_Kategorik_String_Eksik_Veri_Korundu_Yuksek_Eksik_Sutun_Silinmis,111,16,88,23,0.8695652173913043,0.9230769230769231,0.7472527472527473,0.9,0.9473684210526315,0.5034965460952284,0.9494923313971706,0.7894736842105263
CatBoost,10,FILTER_ANOVA + EMBEDDED,CFTR,CatBoost_Kategorik_String_Eksik_Veri_Korundu_Yuksek_Eksik_Sutun_Silinmis,111,15,88,23,0.8695652173913043,0.9230769230769231,0.7472527472527473,0.9,0.9473684210526315,0.5034965460952284,0.9694267044580711,0.868421052631579
CatBoost,10,FILTER_MUTUAL_INFO + WRAPPER_RFE,CFTR,CatBoost_Kategorik_String_Eksik_Veri_Korundu_Yuksek_Eksik_Sutun_Silinmis,111,18,88,23,0.8695652173913043,0.9230769230769231,0.7472527472527473,0.9,0.9473684210526315,0.5034965460952284,0.9444784855938511,0.763157894736842
CatBoost,10,FILTER_MUTUAL_INFO + EMBEDDED,CFTR,CatBoost_Kategorik_String_Eksik_Veri_Korundu_Yuksek_Eksik_Sutun_Silinmis,111,19,88,23,0.8260869565217391,0.8947368421052632,0.6973684210526316,0.8947368421052632,0.8947368421052632,0.39473684210526316,0.95559280986607,0.8026315789473684
CatBoost,10,WRAPPER_RFE + EMBEDDED,CFTR,CatBoost_Kategorik_String_Eksik_Veri_Korundu_Yuksek_Eksik_Sutun_Silinmis,111,15,88,23,0.8695652173913043,0.9230769230769231,0.7472527472527473,0.9,0.9473684210526315,0.5034965460952284,0.95559280986607,0.8026315789473684
CatBoost,10,FILTER_ANOVA + WRAPPER_RFE + EMBEDDED,CFTR,CatBoost_Kategorik_String_Eksik_Veri_Korundu_Yuksek_Eksik_Sutun_Silinmis,111,20,88,23,0.8695652173913043,0.9230769230769231,0.7472527472527473,0.9,0.9473684210526315,0.5034965460952284,0.9479486995903808,0.7763157894736842
