model,k,method,panel,veri_turu,n_rows,n_selected_features,train_rows,test_rows,accuracy,f1,f1_macro,precision,recall,mcc,pr_auc,roc_auc
TabPFN,30,FILTER_MUTUAL_INFO + EMBEDDED,MASTER,TEMİZLENMİŞ,2931,43,2344,587,0.8347529812606473,0.8946796959826275,0.7556402432482308,0.8391038696537678,0.958139534883721,0.544472517407631,0.9201143386863248,0.8493408383943121
TabPFN,30,WRAPPER_RFE + EMBEDDED,MASTER,TEMİZLENMİŞ,2931,34,2344,587,0.8262350936967632,0.8893709327548807,0.7423045139964879,0.8333333333333334,0.9534883720930233,0.518219555438517,0.9131391904514844,0.8412531476818248
TabPFN,30,FILTER_ANOVA + WRAPPER_RFE + EMBEDDED,MASTER,TEMİZLENMİŞ,2931,56,2344,587,0.8432708688245315,0.9008620689655172,0.7634391645640595,0.8393574297188755,0.9720930232558139,0.5708508166385641,0.9264111159101049,0.8555177010813213
TabPFN,30,FILTER_MUTUAL_INFO + WRAPPER_RFE + EMBEDDED,MASTER,TEMİZLENMİŞ,2931,47,2344,587,0.8398637137989778,0.8984881209503239,0.759727931442904,0.8387096774193549,0.9674418604651163,0.5599916048936776,0.9193602594918662,0.8497407791438305
TabPFN,30,FILTER_ANOVA,KANSER,TEMİZLENMİŞ,388,30,310,78,0.8717948717948718,0.9122807017543859,0.8370927318295739,0.8666666666666667,0.9629629629629629,0.6897247020435424,0.9012528401933679,0.839891975308642
TabPFN,30,FILTER_MUTUAL_INFO,KANSER,TEMİZLENMİŞ,388,30,310,78,0.8589743589743589,0.9009009009009009,0.8282282282282283,0.8771929824561403,0.9259259259259259,0.6599670323600246,0.9061259781581171,0.8672839506172839
TabPFN,30,WRAPPER_RFE,KANSER,TEMİZLENMİŞ,388,30,310,78,0.8589743589743589,0.9026548672566371,0.8234204568841326,0.864406779661017,0.9444444444444444,0.6570824601984488,0.8499750856571702,0.8441358024691359
TabPFN,30,EMBEDDED,KANSER,TEMİZLENMİŞ,388,30,310,78,0.8846153846153846,0.9203539823008849,0.8555258283597448,0.8813559322033898,0.9629629629629629,0.7217951267331445,0.8552154804778651,0.8549382716049383
TabPFN,30,FILTER_ANOVA + WRAPPER_RFE,KANSER,TEMİZLENMİŞ,388,49,310,78,0.8846153846153846,0.9217391304347826,0.8511134676564157,0.8688524590163934,0.9814814814814815,0.724581776385293,0.9116664105959144,0.8665123456790124
TabPFN,30,FILTER_ANOVA + EMBEDDED,KANSER,TEMİZLENMİŞ,388,50,310,78,0.8974358974358975,0.9310344827586207,0.8655172413793104,0.8709677419354839,1.0,0.762000762001143,0.8750432958757578,0.8580246913580247
TabPFN,30,FILTER_MUTUAL_INFO + WRAPPER_RFE,KANSER,TEMİZLENMİŞ,388,43,310,78,0.8846153846153846,0.9203539823008849,0.8555258283597448,0.8813559322033898,0.9629629629629629,0.7217951267331445,0.8636074690561675,0.8611111111111112
TabPFN,30,FILTER_MUTUAL_INFO + EMBEDDED,KANSER,TEMİZLENMİŞ,388,41,310,78,0.8846153846153846,0.9203539823008849,0.8555258283597448,0.8813559322033898,0.9629629629629629,0.7217951267331445,0.8750748169230731,0.8703703703703702
TabPFN,30,WRAPPER_RFE + EMBEDDED,KANSER,TEMİZLENMİŞ,388,34,310,78,0.8846153846153846,0.9203539823008849,0.8555258283597448,0.8813559322033898,0.9629629629629629,0.7217951267331445,0.8441740133532583,0.8356481481481481
TabPFN,30,FILTER_ANOVA + WRAPPER_RFE + EMBEDDED,KANSER,TEMİZLENMİŞ,388,53,310,78,0.8974358974358975,0.9310344827586207,0.8655172413793104,0.8709677419354839,1.0,0.762000762001143,0.9009420631215358,0.8595679012345679
TabPFN,30,FILTER_MUTUAL_INFO + WRAPPER_RFE + EMBEDDED,KANSER,TEMİZLENMİŞ,388,44,310,78,0.8589743589743589,0.9009009009009009,0.8282282282282283,0.8771929824561403,0.9259259259259259,0.6599670323600246,0.8796366701050765,0.8549382716049383
TabPFN,30,FILTER_ANOVA,PAH,TEMİZLENMİŞ,372,30,297,75,0.8666666666666667,0.9242424242424242,0.6843434343434343,0.8714285714285714,0.9838709677419355,0.4424521595673921,0.9532928219668206,0.8312655086848635
