model,method,panel,scenario,n_rows,n_selected_features,train_rows,test_rows,accuracy,f1,f1_macro,precision,recall,mcc,pr_auc,roc_auc
TabPFN,WRAPPER_RFE,MASTER,TabPFN_Ordinal_Encoding_Eksik_Veri_Ortalama,2931,30,2344,587,0.8296422487223168,0.8908296943231441,0.751616397549169,0.8395061728395061,0.9488372093023256,0.5301084545314214,0.9157429086826734,0.8345504369723004
TabPFN,WRAPPER_RFE,PAH,TabPFN_Ordinal_Encoding_Eksik_Veri_Ortalama_Yuksek_Eksik_Sutun_Silinmis,372,30,297,75,0.8666666666666667,0.9242424242424242,0.6843434343434343,0.8714285714285714,0.9838709677419356,0.4424521595673921,0.9480817319212886,0.8126550868486353
TabPFN,EMBEDDED,CFTR,TabPFN_Ordinal_Encoding_Eksik_Veri_Medyan,111,30,88,23,0.8695652173913043,0.9230769230769232,0.7472527472527473,0.9,0.9473684210526316,0.5034965460952284,0.9049852303111224,0.7105263157894737
TabPFN,EMBEDDED,KANSER,TabPFN_Ordinal_Encoding_Eksik_Veri_Ortalama,388,30,310,78,0.8717948717948718,0.9107142857142856,0.8417207792207793,0.8793103448275862,0.9444444444444444,0.6899837579297765,0.9078949857115202,0.8626543209876543
TabPFN,EMBEDDED,MASTER,TabPFN_Ordinal_Encoding_Eksik_Veri_Ortalama,2931,30,2344,587,0.8466780238500852,0.9010989010989012,0.7800949050949051,0.8541666666666666,0.9534883720930232,0.5819927075388217,0.905952184025738,0.8431491630869501
TabPFN,EMBEDDED,PAH,TabPFN_Ordinal_Encoding_Eksik_Veri_Ortalama_Yuksek_Eksik_Sutun_Silinmis,372,30,297,75,0.8666666666666667,0.9253731343283582,0.6501865671641791,0.8611111111111112,1.0,0.4457779141208643,0.936573728362726,0.7717121588089331
TabPFN,FILTER_ANOVA + WRAPPER_RFE,CFTR,TabPFN_Ordinal_Encoding_Eksik_Veri_Medyan,111,52,88,23,0.8695652173913043,0.9230769230769232,0.7472527472527473,0.9,0.9473684210526316,0.5034965460952284,0.9022624820999434,0.75
TabPFN,FILTER_ANOVA + WRAPPER_RFE,KANSER,TabPFN_Ordinal_Encoding_Eksik_Veri_Ortalama,388,50,310,78,0.8717948717948718,0.9107142857142856,0.8417207792207793,0.8793103448275862,0.9444444444444444,0.6899837579297765,0.9309228097767092,0.8819444444444445
TabPFN,FILTER_ANOVA + WRAPPER_RFE,MASTER,TabPFN_Ordinal_Encoding_Eksik_Veri_Ortalama,2931,51,2344,587,0.8296422487223168,0.8903508771929824,0.7543357439400027,0.8423236514522822,0.944186046511628,0.5314069043466939,0.9319922074912104,0.8525848022515183
TabPFN,FILTER_ANOVA + WRAPPER_RFE,PAH,TabPFN_Ordinal_Encoding_Eksik_Veri_Ortalama_Yuksek_Eksik_Sutun_Silinmis,372,50,297,75,0.8666666666666667,0.9253731343283582,0.6501865671641791,0.8611111111111112,1.0,0.4457779141208643,0.9419096391509808,0.7866004962779156
TabPFN,FILTER_ANOVA + EMBEDDED,CFTR,TabPFN_Ordinal_Encoding_Eksik_Veri_Medyan,111,52,88,23,0.8695652173913043,0.9230769230769232,0.7472527472527473,0.9,0.9473684210526316,0.5034965460952284,0.8909216623001861,0.6973684210526316
TabPFN,FILTER_ANOVA + EMBEDDED,KANSER,TabPFN_Ordinal_Encoding_Eksik_Veri_Ortalama,388,49,310,78,0.8974358974358975,0.9298245614035088,0.8696741854636592,0.8833333333333333,0.9814814814814816,0.7556542691506458,0.931005155695014,0.8695987654320988
TabPFN,FILTER_ANOVA + EMBEDDED,MASTER,TabPFN_Ordinal_Encoding_Eksik_Veri_Ortalama,2931,48,2344,587,0.8296422487223168,0.8891352549889135,0.760744098082692,0.8495762711864406,0.9325581395348838,0.5356767512247691,0.932934990546534,0.8552955117760332
TabPFN,FILTER_ANOVA + EMBEDDED,PAH,TabPFN_Ordinal_Encoding_Eksik_Veri_Ortalama_Yuksek_Eksik_Sutun_Silinmis,372,51,297,75,0.8666666666666667,0.9242424242424242,0.6843434343434343,0.8714285714285714,0.9838709677419356,0.4424521595673921,0.9361540807413364,0.8002481389578163
TabPFN,FILTER_MUTUAL_INFO + WRAPPER_RFE,CFTR,TabPFN_Ordinal_Encoding_Eksik_Veri_Medyan,111,51,88,23,0.8260869565217391,0.8947368421052632,0.6973684210526316,0.8947368421052632,0.8947368421052632,0.3947368421052631,0.8986569095091175,0.6842105263157895
TabPFN,FILTER_MUTUAL_INFO + WRAPPER_RFE,KANSER,TabPFN_Ordinal_Encoding_Eksik_Veri_Ortalama,388,48,310,78,0.8461538461538461,0.8928571428571429,0.8100649350649352,0.8620689655172413,0.925925925925926,0.626368234149017,0.92074383464165,0.8734567901234569
TabPFN,FILTER_MUTUAL_INFO + WRAPPER_RFE,MASTER,TabPFN_Ordinal_Encoding_Eksik_Veri_Ortalama,2931,43,2344,587,0.8245315161839863,0.8879216539717084,0.7420000426721287,0.8343558282208589,0.9488372093023256,0.5138281088402471,0.9225294853834434,0.8418826840468079
TabPFN,FILTER_MUTUAL_INFO + WRAPPER_RFE,PAH,TabPFN_Ordinal_Encoding_Eksik_Veri_Ortalama_Yuksek_Eksik_Sutun_Silinmis,372,51,297,75,0.84,0.9104477611940298,0.5802238805970149,0.8472222222222222,0.9838709677419356,0.266028755201161,0.9345594733803416,0.7679900744416873
TabPFN,FILTER_MUTUAL_INFO + EMBEDDED,CFTR,TabPFN_Ordinal_Encoding_Eksik_Veri_Medyan,111,52,88,23,0.8260869565217391,0.8947368421052632,0.6973684210526316,0.8947368421052632,0.8947368421052632,0.3947368421052631,0.8764479780896597,0.6973684210526316
TabPFN,FILTER_MUTUAL_INFO + EMBEDDED,KANSER,TabPFN_Ordinal_Encoding_Eksik_Veri_Ortalama,388,44,310,78,0.8589743589743589,0.9026548672566372,0.8234204568841326,0.864406779661017,0.9444444444444444,0.6570824601984488,0.910792278326037,0.8703703703703703
TabPFN,FILTER_MUTUAL_INFO + EMBEDDED,MASTER,TabPFN_Ordinal_Encoding_Eksik_Veri_Ortalama,2931,46,2344,587,0.8330494037478705,0.8925438596491229,0.7592490290612026,0.8443983402489627,0.9465116279069768,0.5414492664885878,0.919311654891519,0.8471633832024885
TabPFN,FILTER_MUTUAL_INFO + EMBEDDED,PAH,TabPFN_Ordinal_Encoding_Eksik_Veri_Ortalama_Yuksek_Eksik_Sutun_Silinmis,372,53,297,75,0.8666666666666667,0.9253731343283582,0.6501865671641791,0.8611111111111112,1.0,0.4457779141208643,0.9366662799051888,0.7803970223325062
TabPFN,WRAPPER_RFE + EMBEDDED,CFTR,TabPFN_Ordinal_Encoding_Eksik_Veri_Medyan,111,39,88,23,0.8695652173913043,0.9230769230769232,0.7472527472527473,0.9,0.9473684210526316,0.5034965460952284,0.8742834759251576,0.6842105263157894
TabPFN,WRAPPER_RFE + EMBEDDED,KANSER,TabPFN_Ordinal_Encoding_Eksik_Veri_Ortalama,388,41,310,78,0.8333333333333334,0.8849557522123894,0.7913150854085202,0.847457627118644,0.925925925925926,0.5923697936637531,0.899857181035079,0.8472222222222222
TabPFN,WRAPPER_RFE + EMBEDDED,MASTER,TabPFN_Ordinal_Encoding_Eksik_Veri_Ortalama,2931,40,2344,587,0.8432708688245315,0.9,0.7688976377952756,0.8448979591836735,0.9627906976744186,0.5705274116946422,0.9214587218974988,0.845089616353133
TabPFN,WRAPPER_RFE + EMBEDDED,PAH,TabPFN_Ordinal_Encoding_Eksik_Veri_Ortalama_Yuksek_Eksik_Sutun_Silinmis,372,37,297,75,0.8666666666666667,0.9253731343283582,0.6501865671641791,0.8611111111111112,1.0,0.4457779141208643,0.9383116826848804,0.7766749379652605
TabPFN,FILTER_ANOVA + WRAPPER_RFE + EMBEDDED,CFTR,TabPFN_Ordinal_Encoding_Eksik_Veri_Medyan,111,59,88,23,0.8695652173913043,0.9230769230769232,0.7472527472527473,0.9,0.9473684210526316,0.5034965460952284,0.8793504548698454,0.7105263157894737
TabPFN,FILTER_ANOVA + WRAPPER_RFE + EMBEDDED,KANSER,TabPFN_Ordinal_Encoding_Eksik_Veri_Ortalama,388,59,310,78,0.8717948717948718,0.912280701754386,0.8370927318295739,0.8666666666666667,0.9629629629629628,0.6897247020435424,0.939022736916448,0.8842592592592593
TabPFN,FILTER_ANOVA + WRAPPER_RFE + EMBEDDED,MASTER,TabPFN_Ordinal_Encoding_Eksik_Veri_Ortalama,2931,56,2344,587,0.838160136286201,0.895947426067908,0.7659813758692031,0.8467908902691511,0.9511627906976744,0.556258783892331,0.9379544255104452,0.8652347800325878
TabPFN,FILTER_ANOVA + WRAPPER_RFE + EMBEDDED,PAH,TabPFN_Ordinal_Encoding_Eksik_Veri_Ortalama_Yuksek_Eksik_Sutun_Silinmis,372,56,297,75,0.8533333333333334,0.9172932330827068,0.6351172047766475,0.8591549295774648,0.9838709677419356,0.361592498551287,0.9530989974847864,0.826302729528536
TabPFN,FILTER_MUTUAL_INFO + WRAPPER_RFE + EMBEDDED,CFTR,TabPFN_Ordinal_Encoding_Eksik_Veri_Medyan,111,60,88,23,0.8695652173913043,0.9230769230769232,0.7472527472527473,0.9,0.9473684210526316,0.5034965460952284,0.8986569095091175,0.6842105263157895
TabPFN,FILTER_MUTUAL_INFO + WRAPPER_RFE + EMBEDDED,KANSER,TabPFN_Ordinal_Encoding_Eksik_Veri_Ortalama,388,53,310,78,0.8589743589743589,0.9026548672566372,0.8234204568841326,0.864406779661017,0.9444444444444444,0.6570824601984488,0.9062020305578404,0.8611111111111112
TabPFN,FILTER_MUTUAL_INFO + WRAPPER_RFE + EMBEDDED,MASTER,TabPFN_Ordinal_Encoding_Eksik_Veri_Ortalama,2931,52,2344,587,0.838160136286201,0.8957189901207464,0.7672511300413618,0.8482328482328483,0.9488372093023256,0.556783597719919,0.9215243931264168,0.8459339357132276
TabPFN,FILTER_MUTUAL_INFO + WRAPPER_RFE + EMBEDDED,PAH,TabPFN_Ordinal_Encoding_Eksik_Veri_Ortalama_Yuksek_Eksik_Sutun_Silinmis,372,58,297,75,0.84,0.9104477611940298,0.5802238805970149,0.8472222222222222,0.9838709677419356,0.266028755201161,0.929543323024666,0.7468982630272952
