model,k,method,panel,veri_turu,n_rows,n_selected_features,train_rows,test_rows,accuracy,f1,f1_macro,precision,recall,mcc,pr_auc,roc_auc
CatBoost,30,FILTER_MUTUAL_INFO,PAH,TEMİZLENMİŞ,372,30,297,75,0.88,0.9323308270676691,0.7014595311808933,0.8732394366197183,1.0,0.5183522522584925,0.9363892096888389,0.7853598014888337
CatBoost,30,WRAPPER_RFE,PAH,TEMİZLENMİŞ,372,30,297,75,0.88,0.9323308270676691,0.7014595311808933,0.8732394366197183,1.0,0.5183522522584925,0.9382152558960508,0.7952853598014888
CatBoost,30,EMBEDDED,PAH,TEMİZLENMİŞ,372,30,297,75,0.88,0.9323308270676691,0.7014595311808933,0.8732394366197183,1.0,0.5183522522584925,0.9511140664888285,0.8213399503722084
CatBoost,30,FILTER_ANOVA + WRAPPER_RFE,PAH,TEMİZLENMİŞ,372,49,297,75,0.8533333333333334,0.9172932330827067,0.6351172047766475,0.8591549295774648,0.9838709677419355,0.36159249855128706,0.9459393009786574,0.8064516129032258
CatBoost,30,FILTER_ANOVA + EMBEDDED,PAH,TEMİZLENMİŞ,372,48,297,75,0.8533333333333334,0.9172932330827067,0.6351172047766475,0.8591549295774648,0.9838709677419355,0.36159249855128706,0.9389493749888612,0.7903225806451613
CatBoost,30,FILTER_MUTUAL_INFO + WRAPPER_RFE,PAH,TEMİZLENMİŞ,372,53,297,75,0.8933333333333333,0.9393939393939394,0.7474747474747475,0.8857142857142857,1.0,0.5836602955995385,0.9400949718839663,0.792803970223325
CatBoost,30,FILTER_MUTUAL_INFO + EMBEDDED,PAH,TEMİZLENMİŞ,372,52,297,75,0.8666666666666667,0.9242424242424242,0.6843434343434343,0.8714285714285714,0.9838709677419355,0.4424521595673921,0.9485669265393316,0.8114143920595533
CatBoost,30,WRAPPER_RFE + EMBEDDED,PAH,TEMİZLENMİŞ,372,43,297,75,0.8666666666666667,0.9242424242424242,0.6843434343434343,0.8714285714285714,0.9838709677419355,0.4424521595673921,0.9391624159444476,0.7803970223325062
CatBoost,30,FILTER_ANOVA + WRAPPER_RFE + EMBEDDED,PAH,TEMİZLENMİŞ,372,58,297,75,0.88,0.9323308270676691,0.7014595311808933,0.8732394366197183,1.0,0.5183522522584925,0.9280311076375906,0.771712158808933
CatBoost,30,FILTER_MUTUAL_INFO + WRAPPER_RFE + EMBEDDED,PAH,TEMİZLENMİŞ,372,63,297,75,0.88,0.9323308270676691,0.7014595311808933,0.8732394366197183,1.0,0.5183522522584925,0.9391987263657977,0.7766749379652605
CatBoost,30,FILTER_ANOVA,CFTR,TEMİZLENMİŞ,111,30,88,23,0.8695652173913043,0.9230769230769231,0.7472527472527473,0.9,0.9473684210526315,0.5034965460952284,0.9602560505505751,0.8421052631578947
CatBoost,30,FILTER_MUTUAL_INFO,CFTR,TEMİZLENMİŞ,111,30,88,23,0.8695652173913043,0.9230769230769231,0.7472527472527473,0.9,0.9473684210526315,0.5034965460952284,0.9596413928620215,0.8157894736842105
CatBoost,30,WRAPPER_RFE,CFTR,TEMİZLENMİŞ,111,30,88,23,0.8695652173913043,0.9230769230769231,0.7472527472527473,0.9,0.9473684210526315,0.5034965460952284,0.9699797387266831,0.8552631578947368
CatBoost,30,EMBEDDED,CFTR,TEMİZLENMİŞ,111,30,88,23,0.8695652173913043,0.9230769230769231,0.7472527472527473,0.9,0.9473684210526315,0.5034965460952284,0.9820196424074537,0.9078947368421052
CatBoost,30,FILTER_ANOVA + WRAPPER_RFE,CFTR,TEMİZLENMİŞ,111,48,88,23,0.8260869565217391,0.8947368421052632,0.6973684210526316,0.8947368421052632,0.8947368421052632,0.39473684210526316,0.95559280986607,0.8026315789473684
CatBoost,30,FILTER_ANOVA + EMBEDDED,CFTR,TEMİZLENMİŞ,111,47,88,23,0.8695652173913043,0.9230769230769231,0.7472527472527473,0.9,0.9473684210526315,0.5034965460952284,0.9728822155068688,0.868421052631579
CatBoost,30,FILTER_MUTUAL_INFO + WRAPPER_RFE,CFTR,TEMİZLENMİŞ,111,43,88,23,0.8695652173913043,0.9230769230769231,0.7472527472527473,0.9,0.9473684210526315,0.5034965460952284,0.962711568300618,0.8289473684210527
CatBoost,30,FILTER_MUTUAL_INFO + EMBEDDED,CFTR,TEMİZLENMİŞ,111,48,88,23,0.8695652173913043,0.9230769230769231,0.7472527472527473,0.9,0.9473684210526315,0.5034965460952284,0.9789236671752555,0.894736842105263
CatBoost,30,WRAPPER_RFE + EMBEDDED,CFTR,TEMİZLENMİŞ,111,47,88,23,0.8695652173913043,0.9230769230769231,0.7472527472527473,0.9,0.9473684210526315,0.5034965460952284,0.9810881693397577,0.9078947368421053
CatBoost,30,FILTER_ANOVA + WRAPPER_RFE + EMBEDDED,CFTR,TEMİZLENMİŞ,111,61,88,23,0.8695652173913043,0.9230769230769231,0.7472527472527473,0.9,0.9473684210526315,0.5034965460952284,0.9769473825902752,0.881578947368421
CatBoost,30,FILTER_MUTUAL_INFO + WRAPPER_RFE + EMBEDDED,CFTR,TEMİZLENMİŞ,111,57,88,23,0.8695652173913043,0.9230769230769231,0.7472527472527473,0.9,0.9473684210526315,0.5034965460952284,0.962711568300618,0.8289473684210527
CatBoost,50,FILTER_ANOVA,MASTER,TEMİZLENMİŞ,2931,50,2344,587,0.7819420783645656,0.8446601941747572,0.7394729542302357,0.883248730964467,0.8093023255813954,0.4864819458500405,0.8894996728306908,0.826425714708932
CatBoost,50,FILTER_MUTUAL_INFO,MASTER,TEMİZLENMİŞ,2931,50,2344,587,0.8330494037478705,0.883054892601432,0.7956941129673827,0.9068627450980392,0.8604651162790697,0.594587573915472,0.9249825075820151,0.8585839134942972
CatBoost,50,WRAPPER_RFE,MASTER,TEMİZLENMİŞ,2931,50,2344,587,0.8091993185689949,0.8666666666666667,0.7656686626746507,0.8878048780487805,0.8465116279069768,0.5338721164679773,0.930557892760808,0.8657680343652793
CatBoost,50,EMBEDDED,MASTER,TEMİZLENMİŞ,2931,50,2344,587,0.8194207836456558,0.8744075829383886,0.7765977308631338,0.8913043478260869,0.858139534883721,0.5548667704783143,0.9372841140332888,0.8722411494593393
CatBoost,50,FILTER_ANOVA + WRAPPER_RFE,MASTER,TEMİZLENMİŞ,2931,86,2344,587,0.8228279386712095,0.8770685579196218,0.7799976935939572,0.8918269230769231,0.8627906976744186,0.5612900355787733,0.9306572875269805,0.8569841504962228
CatBoost,50,FILTER_ANOVA + EMBEDDED,MASTER,TEMİZLENMİŞ,2931,88,2344,587,0.8143100511073254,0.8716136631330977,0.7681145238742412,0.883054892601432,0.8604651162790697,0.5370203064590271,0.9351318614599777,0.865516219819286
CatBoost,50,FILTER_MUTUAL_INFO + WRAPPER_RFE,MASTER,TEMİZLENMİŞ,2931,66,2344,587,0.8211243611584327,0.8757396449704142,0.7782953544001008,0.891566265060241,0.8604651162790697,0.5580682185658602,0.9284321213522608,0.8645089616353133
CatBoost,50,FILTER_MUTUAL_INFO + EMBEDDED,MASTER,TEMİZLENMİŞ,2931,74,2344,587,0.8143100511073254,0.8710059171597633,0.7698494631391521,0.8867469879518072,0.8558139534883721,0.5411561873682267,0.9380043032090692,0.8700488816471634
CatBoost,50,WRAPPER_RFE + EMBEDDED,MASTER,TEMİZLENMİŞ,2931,63,2344,587,0.8211243611584327,0.8748510131108462,0.7807090886449753,0.8973105134474327,0.8534883720930233,0.5642734227618412,0.929230410812705,0.8650570285883572
CatBoost,50,FILTER_ANOVA + WRAPPER_RFE + EMBEDDED,MASTER,TEMİZLENMİŞ,2931,97,2344,587,0.8143100511073254,0.8710059171597633,0.7698494631391521,0.8867469879518072,0.8558139534883721,0.5411561873682267,0.9342597402520785,0.8665234780032588
CatBoost,50,FILTER_MUTUAL_INFO + WRAPPER_RFE + EMBEDDED,MASTER,TEMİZLENMİŞ,2931,78,2344,587,0.8211243611584327,0.8751486325802615,0.7799166586324731,0.8953771289537713,0.8558139534883721,0.562181452776303,0.9285473377984048,0.8615019997037475
CatBoost,50,FILTER_ANOVA,KANSER,TEMİZLENMİŞ,388,50,310,78,0.8717948717948718,0.9122807017543859,0.8370927318295739,0.8666666666666667,0.9629629629629629,0.6897247020435424,0.9075189311553788,0.8715277777777779
CatBoost,50,FILTER_MUTUAL_INFO,KANSER,TEMİZLENMİŞ,388,50,310,78,0.8589743589743589,0.9009009009009009,0.8282282282282283,0.8771929824561403,0.9259259259259259,0.6599670323600246,0.8873812013164003,0.8572530864197532
CatBoost,50,WRAPPER_RFE,KANSER,TEMİZLENMİŞ,388,50,310,78,0.8589743589743589,0.9009009009009009,0.8282282282282283,0.8771929824561403,0.9259259259259259,0.6599670323600246,0.8949264994805751,0.8603395061728394
CatBoost,50,EMBEDDED,KANSER,TEMİZLENMİŞ,388,50,310,78,0.8846153846153846,0.9203539823008849,0.8555258283597448,0.8813559322033898,0.9629629629629629,0.7217951267331445,0.9072888267459551,0.8703703703703703
CatBoost,50,FILTER_ANOVA + WRAPPER_RFE,KANSER,TEMİZLENMİŞ,388,81,310,78,0.8589743589743589,0.9009009009009009,0.8282282282282283,0.8771929824561403,0.9259259259259259,0.6599670323600246,0.8950495126026164,0.8657407407407407
CatBoost,50,FILTER_ANOVA + EMBEDDED,KANSER,TEMİZLENMİŞ,388,87,310,78,0.8461538461538461,0.8909090909090909,0.8150197628458498,0.875,0.9074074074074074,0.6315315278804936,0.8906001430196452,0.8595679012345678
CatBoost,50,FILTER_MUTUAL_INFO + WRAPPER_RFE,KANSER,TEMİZLENMİŞ,388,67,310,78,0.8589743589743589,0.9009009009009009,0.8282282282282283,0.8771929824561403,0.9259259259259259,0.6599670323600246,0.8981148662291082,0.8742283950617283
CatBoost,50,FILTER_MUTUAL_INFO + EMBEDDED,KANSER,TEMİZLENMİŞ,388,75,310,78,0.8589743589743589,0.9009009009009009,0.8282282282282283,0.8771929824561403,0.9259259259259259,0.6599670323600246,0.9108808564659435,0.8688271604938271
CatBoost,50,WRAPPER_RFE + EMBEDDED,KANSER,TEMİZLENMİŞ,388,71,310,78,0.8461538461538461,0.8909090909090909,0.8150197628458498,0.875,0.9074074074074074,0.6315315278804936,0.9176011419996097,0.8773148148148148
CatBoost,50,FILTER_ANOVA + WRAPPER_RFE + EMBEDDED,KANSER,TEMİZLENMİŞ,388,98,310,78,0.8461538461538461,0.8909090909090909,0.8150197628458498,0.875,0.9074074074074074,0.6315315278804936,0.9181482229560914,0.8765432098765433
CatBoost,50,FILTER_MUTUAL_INFO + WRAPPER_RFE + EMBEDDED,KANSER,TEMİZLENMİŞ,388,85,310,78,0.8589743589743589,0.9009009009009009,0.8282282282282283,0.8771929824561403,0.9259259259259259,0.6599670323600246,0.8941572530885978,0.8618827160493827
CatBoost,50,FILTER_ANOVA,PAH,TEMİZLENMİŞ,372,50,297,75,0.8533333333333334,0.9172932330827067,0.6351172047766475,0.8591549295774648,0.9838709677419355,0.36159249855128706,0.9550858522720372,0.8362282878411911
CatBoost,50,FILTER_MUTUAL_INFO,PAH,TEMİZLENMİŞ,372,50,297,75,0.88,0.9312977099236641,0.7288067496986741,0.8840579710144928,0.9838709677419355,0.5141487187108322,0.9363391146385595,0.7630272952853597
CatBoost,50,WRAPPER_RFE,PAH,TEMİZLENMİŞ,372,50,297,75,0.8933333333333333,0.9393939393939394,0.7474747474747475,0.8857142857142857,1.0,0.5836602955995385,0.9359407251203276,0.7779156327543424
CatBoost,50,EMBEDDED,PAH,TEMİZLENMİŞ,372,50,297,75,0.8666666666666667,0.9242424242424242,0.6843434343434343,0.8714285714285714,0.9838709677419355,0.4424521595673921,0.9546900233525922,0.826302729528536
CatBoost,50,FILTER_ANOVA + WRAPPER_RFE,PAH,TEMİZLENMİŞ,372,74,297,75,0.8533333333333334,0.9172932330827067,0.6351172047766475,0.8591549295774648,0.9838709677419355,0.36159249855128706,0.939149555004978,0.7903225806451613
CatBoost,50,FILTER_ANOVA + EMBEDDED,PAH,TEMİZLENMİŞ,372,75,297,75,0.8666666666666667,0.9253731343283582,0.6501865671641791,0.8611111111111112,1.0,0.4457779141208643,0.943837743268672,0.8002481389578163
CatBoost,50,FILTER_MUTUAL_INFO + WRAPPER_RFE,PAH,TEMİZLENMİŞ,372,83,297,75,0.88,0.9323308270676691,0.7014595311808933,0.8732394366197183,1.0,0.5183522522584925,0.9435847973826963,0.7952853598014888
CatBoost,50,FILTER_MUTUAL_INFO + EMBEDDED,PAH,TEMİZLENMİŞ,372,84,297,75,0.8666666666666667,0.9242424242424242,0.6843434343434343,0.8714285714285714,0.9838709677419355,0.4424521595673921,0.9498641644316199,0.8275434243176178
CatBoost,50,WRAPPER_RFE + EMBEDDED,PAH,TEMİZLENMİŞ,372,66,297,75,0.88,0.9323308270676691,0.7014595311808933,0.8732394366197183,1.0,0.5183522522584925,0.9449921059649897,0.8076923076923077
CatBoost,50,FILTER_ANOVA + WRAPPER_RFE + EMBEDDED,PAH,TEMİZLENMİŞ,372,83,297,75,0.8666666666666667,0.9242424242424242,0.6843434343434343,0.8714285714285714,0.9838709677419355,0.4424521595673921,0.9319093803723191,0.7915632754342432
CatBoost,50,FILTER_MUTUAL_INFO + WRAPPER_RFE + EMBEDDED,PAH,TEMİZLENMİŞ,372,95,297,75,0.8533333333333334,0.9172932330827067,0.6351172047766475,0.8591549295774648,0.9838709677419355,0.36159249855128706,0.9290382913055207,0.7630272952853597
CatBoost,50,FILTER_ANOVA,CFTR,TEMİZLENMİŞ,111,50,88,23,0.8260869565217391,0.9,0.6166666666666667,0.8571428571428571,0.9473684210526315,0.26549712202679576,0.9412836970662453,0.7763157894736842
CatBoost,50,FILTER_MUTUAL_INFO,CFTR,TEMİZLENMİŞ,111,50,88,23,0.8695652173913043,0.9230769230769231,0.7472527472527473,0.9,0.9473684210526315,0.5034965460952284,0.9644946822118783,0.8289473684210525
CatBoost,50,WRAPPER_RFE,CFTR,TEMİZLENMİŞ,111,50,88,23,0.8695652173913043,0.9230769230769231,0.7472527472527473,0.9,0.9473684210526315,0.5034965460952284,0.9664709667968585,0.8421052631578947
CatBoost,50,EMBEDDED,CFTR,TEMİZLENMİŞ,111,50,88,23,0.8695652173913043,0.9230769230769231,0.7472527472527473,0.9,0.9473684210526315,0.5034965460952284,0.9820196424074537,0.9078947368421052
CatBoost,50,FILTER_ANOVA + WRAPPER_RFE,CFTR,TEMİZLENMİŞ,111,78,88,23,0.8260869565217391,0.8947368421052632,0.6973684210526316,0.8947368421052632,0.8947368421052632,0.39473684210526316,0.9596413928620215,0.8157894736842105
CatBoost,50,FILTER_ANOVA + EMBEDDED,CFTR,TEMİZLENMİŞ,111,80,88,23,0.8695652173913043,0.9230769230769231,0.7472527472527473,0.9,0.9473684210526315,0.5034965460952284,0.9699797387266831,0.8552631578947368
CatBoost,50,FILTER_MUTUAL_INFO + WRAPPER_RFE,CFTR,TEMİZLENMİŞ,111,76,88,23,0.8695652173913043,0.9230769230769231,0.7472527472527473,0.9,0.9473684210526315,0.5034965460952284,0.9699797387266831,0.8552631578947368
CatBoost,50,FILTER_MUTUAL_INFO + EMBEDDED,CFTR,TEMİZLENMİŞ,111,78,88,23,0.8695652173913043,0.9230769230769231,0.7472527472527473,0.9,0.9473684210526315,0.5034965460952284,0.9769473825902752,0.881578947368421
CatBoost,50,WRAPPER_RFE + EMBEDDED,CFTR,TEMİZLENMİŞ,111,71,88,23,0.8695652173913043,0.9230769230769231,0.7472527472527473,0.9,0.9473684210526315,0.5034965460952284,0.9664709667968585,0.8421052631578947
CatBoost,50,FILTER_ANOVA + WRAPPER_RFE + EMBEDDED,CFTR,TEMİZLENMİŞ,111,92,88,23,0.8695652173913043,0.9230769230769231,0.7472527472527473,0.9,0.9473684210526315,0.5034965460952284,0.9620959773212499,0.8421052631578947
CatBoost,50,FILTER_MUTUAL_INFO + WRAPPER_RFE + EMBEDDED,CFTR,TEMİZLENMİŞ,111,91,88,23,0.8695652173913043,0.9230769230769231,0.7472527472527473,0.9,0.9473684210526315,0.5034965460952284,0.9656140450808037,0.8421052631578947
CatBoost,100,FILTER_ANOVA,MASTER,TEMİZLENMİŞ,2931,100,2344,587,0.8091993185689949,0.8663484486873508,0.7665075576770087,0.8897058823529411,0.8441860465116279,0.5360687633473601,0.914898535323919,0.8393867575174049
CatBoost,100,FILTER_MUTUAL_INFO,MASTER,TEMİZLENMİŞ,2931,100,2344,587,0.8262350936967632,0.8797169811320755,0.7834167727746267,0.8923444976076556,0.8674418604651163,0.5677960554279464,0.9357484416419191,0.8689823729817805
CatBoost,100,WRAPPER_RFE,MASTER,TEMİZLENMİŞ,2931,100,2344,587,0.807495741056218,0.8659549228944247,0.7622825973988739,0.8837772397094431,0.8488372093023255,0.5264025511475574,0.9321751762164052,0.860168863872019
CatBoost,100,EMBEDDED,MASTER,TEMİZLENMİŞ,2931,100,2344,587,0.82793867120954,0.8801897983392646,0.7875269233388166,0.8983050847457628,0.8627906976744186,0.576968207363068,0.9340437245930356,0.8687157458154349
CatBoost,100,FILTER_ANOVA + WRAPPER_RFE,MASTER,TEMİZLENMİŞ,2931,147,2344,587,0.8211243611584327,0.8757396449704142,0.7782953544001008,0.891566265060241,0.8604651162790697,0.5580682185658602,0.9307758371798528,0.8613686861205747
CatBoost,100,FILTER_ANOVA + EMBEDDED,MASTER,TEMİZLENMİŞ,2931,149,2344,587,0.82793867120954,0.8804733727810651,0.7867412456610492,0.8963855421686747,0.8651162790697674,0.5749802497634936,0.9353903576279354,0.8696341282772923
CatBoost,100,FILTER_MUTUAL_INFO + WRAPPER_RFE,MASTER,TEMİZLENMİŞ,2931,133,2344,587,0.8262350936967632,0.8791469194312796,0.7850280051701852,0.8961352657004831,0.8627906976744186,0.57175020589136,0.9383999963497152,0.8726559028292105
CatBoost,100,FILTER_MUTUAL_INFO + EMBEDDED,MASTER,TEMİZLENMİŞ,2931,140,2344,587,0.82793867120954,0.8796185935637664,0.7890630281251667,0.902200488997555,0.858139534883721,0.5810194729229272,0.9363925639922918,0.8691749370463635
CatBoost,100,WRAPPER_RFE + EMBEDDED,MASTER,TEMİZLENMİŞ,2931,133,2344,587,0.8228279386712095,0.8770685579196218,0.7799976935939572,0.8918269230769231,0.8627906976744186,0.5612900355787733,0.9356024073760232,0.8710857650718411
CatBoost,100,FILTER_ANOVA + WRAPPER_RFE + EMBEDDED,MASTER,TEMİZLENMİŞ,2931,162,2344,587,0.817717206132879,0.8724672228843862,0.7765321189048797,0.8948655256723717,0.8511627906976744,0.5559003976812982,0.9339079667368082,0.8664049770404385
CatBoost,100,FILTER_MUTUAL_INFO + WRAPPER_RFE + EMBEDDED,MASTER,TEMİZLENMİŞ,2931,154,2344,587,0.8228279386712095,0.8767772511848341,0.7808128680166595,0.893719806763285,0.8604651162790697,0.5633084881848373,0.9383305037769938,0.8716634572655904
CatBoost,100,FILTER_ANOVA,KANSER,TEMİZLENMİŞ,388,100,310,78,0.8589743589743589,0.9009009009009009,0.8282282282282283,0.8771929824561403,0.9259259259259259,0.6599670323600246,0.8931034449594154,0.8510802469135802
CatBoost,100,FILTER_MUTUAL_INFO,KANSER,TEMİZLENMİŞ,388,100,310,78,0.8717948717948718,0.9107142857142857,0.8417207792207793,0.8793103448275862,0.9444444444444444,0.6899837579297765,0.9000776399445664,0.8726851851851851
CatBoost,100,WRAPPER_RFE,KANSER,TEMİZLENMİŞ,388,100,310,78,0.8717948717948718,0.9107142857142857,0.8417207792207793,0.8793103448275862,0.9444444444444444,0.6899837579297765,0.9079647949878257,0.8695987654320987
CatBoost,100,EMBEDDED,KANSER,TEMİZLENMİŞ,388,100,310,78,0.8461538461538461,0.8909090909090909,0.8150197628458498,0.875,0.9074074074074074,0.6315315278804936,0.9067297441074244,0.8665123456790123
CatBoost,100,FILTER_ANOVA + WRAPPER_RFE,KANSER,TEMİZLENMİŞ,388,150,310,78,0.8333333333333334,0.8807339449541285,0.8020691001366387,0.8727272727272727,0.8888888888888888,0.6044956738991982,0.8981669539929168,0.8603395061728394
CatBoost,100,FILTER_ANOVA + EMBEDDED,KANSER,TEMİZLENMİŞ,388,150,310,78,0.8461538461538461,0.8909090909090909,0.8150197628458498,0.875,0.9074074074074074,0.6315315278804936,0.9023563920164225,0.8541666666666666
CatBoost,100,FILTER_MUTUAL_INFO + WRAPPER_RFE,KANSER,TEMİZLENMİŞ,388,138,310,78,0.8717948717948718,0.9107142857142857,0.8417207792207793,0.8793103448275862,0.9444444444444444,0.6899837579297765,0.8939625514805442,0.8618827160493827
CatBoost,100,FILTER_MUTUAL_INFO + EMBEDDED,KANSER,TEMİZLENMİŞ,388,144,310,78,0.8589743589743589,0.9009009009009009,0.8282282282282283,0.8771929824561403,0.9259259259259259,0.6599670323600246,0.9008246811258828,0.8541666666666667
CatBoost,100,WRAPPER_RFE + EMBEDDED,KANSER,TEMİZLENMİŞ,388,137,310,78,0.8461538461538461,0.8909090909090909,0.8150197628458498,0.875,0.9074074074074074,0.6315315278804936,0.9164064585464672,0.8695987654320988
CatBoost,100,FILTER_ANOVA + WRAPPER_RFE + EMBEDDED,KANSER,TEMİZLENMİŞ,388,164,310,78,0.8461538461538461,0.8909090909090909,0.8150197628458498,0.875,0.9074074074074074,0.6315315278804936,0.9007674264447613,0.8665123456790123
CatBoost,100,FILTER_MUTUAL_INFO + WRAPPER_RFE + EMBEDDED,KANSER,TEMİZLENMİŞ,388,160,310,78,0.8589743589743589,0.9009009009009009,0.8282282282282283,0.8771929824561403,0.9259259259259259,0.6599670323600246,0.8983690619319512,0.8634259259259259
CatBoost,100,FILTER_ANOVA,PAH,TEMİZLENMİŞ,372,100,297,75,0.88,0.9323308270676691,0.7014595311808933,0.8732394366197183,1.0,0.5183522522584925,0.9378963707945829,0.7903225806451613
CatBoost,100,FILTER_MUTUAL_INFO,PAH,TEMİZLENMİŞ,372,100,297,75,0.88,0.9323308270676691,0.7014595311808933,0.8732394366197183,1.0,0.5183522522584925,0.9273913295196463,0.7593052109181142
CatBoost,100,WRAPPER_RFE,PAH,TEMİZLENMİŞ,372,100,297,75,0.8666666666666667,0.9242424242424242,0.6843434343434343,0.8714285714285714,0.9838709677419355,0.4424521595673921,0.9534183452494588,0.8275434243176178
CatBoost,100,EMBEDDED,PAH,TEMİZLENMİŞ,372,100,297,75,0.88,0.9323308270676691,0.7014595311808933,0.8732394366197183,1.0,0.5183522522584925,0.9372784509962411,0.781637717121588
CatBoost,100,FILTER_ANOVA + WRAPPER_RFE,PAH,TEMİZLENMİŞ,372,138,297,75,0.88,0.9323308270676691,0.7014595311808933,0.8732394366197183,1.0,0.5183522522584925,0.937698017094608,0.7866004962779156
CatBoost,100,FILTER_ANOVA + EMBEDDED,PAH,TEMİZLENMİŞ,372,137,297,75,0.8533333333333334,0.9172932330827067,0.6351172047766475,0.8591549295774648,0.9838709677419355,0.36159249855128706,0.9401981488354474,0.7853598014888338
CatBoost,100,FILTER_MUTUAL_INFO + WRAPPER_RFE,PAH,TEMİZLENMİŞ,372,139,297,75,0.8666666666666667,0.9242424242424242,0.6843434343434343,0.8714285714285714,0.9838709677419355,0.4424521595673921,0.9391078607186838,0.7952853598014888
CatBoost,100,FILTER_MUTUAL_INFO + EMBEDDED,PAH,TEMİZLENMİŞ,372,148,297,75,0.8666666666666667,0.9242424242424242,0.6843434343434343,0.8714285714285714,0.9838709677419355,0.4424521595673921,0.9303772279051091,0.7605459057071959
CatBoost,100,WRAPPER_RFE + EMBEDDED,PAH,TEMİZLENMİŞ,372,121,297,75,0.8533333333333334,0.9172932330827067,0.6351172047766475,0.8591549295774648,0.9838709677419355,0.36159249855128706,0.9446441635480263,0.7903225806451614
CatBoost,100,FILTER_ANOVA + WRAPPER_RFE + EMBEDDED,PAH,TEMİZLENMİŞ,372,148,297,75,0.8666666666666667,0.9242424242424242,0.6843434343434343,0.8714285714285714,0.9838709677419355,0.4424521595673921,0.9418963962800114,0.7803970223325062
CatBoost,100,FILTER_MUTUAL_INFO + WRAPPER_RFE + EMBEDDED,PAH,TEMİZLENMİŞ,372,154,297,75,0.8666666666666667,0.9253731343283582,0.6501865671641791,0.8611111111111112,1.0,0.4457779141208643,0.9262848255275445,0.7481389578163772
CatBoost,100,FILTER_ANOVA,CFTR,TEMİZLENMİŞ,111,100,88,23,0.8695652173913043,0.9230769230769231,0.7472527472527473,0.9,0.9473684210526315,0.5034965460952284,0.9387909999292487,0.7368421052631579
CatBoost,100,FILTER_MUTUAL_INFO,CFTR,TEMİZLENMİŞ,111,100,88,23,0.8695652173913043,0.9230769230769231,0.7472527472527473,0.9,0.9473684210526315,0.5034965460952284,0.9571794971725716,0.8157894736842105
CatBoost,100,WRAPPER_RFE,CFTR,TEMİZLENMİŞ,111,100,88,23,0.782608695652174,0.8648648648648649,0.6546546546546547,0.8888888888888888,0.8421052631578947,0.3143730417143384,0.9544069629136327,0.7894736842105263
CatBoost,100,EMBEDDED,CFTR,TEMİZLENMİŞ,111,100,88,23,0.8695652173913043,0.9230769230769231,0.7472527472527473,0.9,0.9473684210526315,0.5034965460952284,0.9492305603688092,0.7763157894736842
CatBoost,100,FILTER_ANOVA + WRAPPER_RFE,CFTR,TEMİZLENMİŞ,111,137,88,23,0.8695652173913043,0.9230769230769231,0.7472527472527473,0.9,0.9473684210526315,0.5034965460952284,0.9596413928620215,0.8157894736842105
CatBoost,100,FILTER_ANOVA + EMBEDDED,CFTR,TEMİZLENMİŞ,111,136,88,23,0.8695652173913043,0.9230769230769231,0.7472527472527473,0.9,0.9473684210526315,0.5034965460952284,0.9693734435770442,0.8552631578947368
CatBoost,100,FILTER_MUTUAL_INFO + WRAPPER_RFE,CFTR,TEMİZLENMİŞ,111,138,88,23,0.8695652173913043,0.9230769230769231,0.7472527472527473,0.9,0.9473684210526315,0.5034965460952284,0.9683660230649798,0.8552631578947367
CatBoost,100,FILTER_MUTUAL_INFO + EMBEDDED,CFTR,TEMİZLENMİŞ,111,138,88,23,0.8695652173913043,0.9230769230769231,0.7472527472527473,0.9,0.9473684210526315,0.5034965460952284,0.9536165252810898,0.7894736842105263
CatBoost,100,WRAPPER_RFE + EMBEDDED,CFTR,TEMİZLENMİŞ,111,134,88,23,0.8260869565217391,0.9,0.6166666666666667,0.8571428571428571,0.9473684210526315,0.26549712202679576,0.9353110448474631,0.75
CatBoost,100,FILTER_ANOVA + WRAPPER_RFE + EMBEDDED,CFTR,TEMİZLENMİŞ,111,153,88,23,0.8260869565217391,0.9,0.6166666666666667,0.8571428571428571,0.9473684210526315,0.26549712202679576,0.9634007913582621,0.8289473684210527
CatBoost,100,FILTER_MUTUAL_INFO + WRAPPER_RFE + EMBEDDED,CFTR,TEMİZLENMİŞ,111,155,88,23,0.782608695652174,0.8717948717948718,0.5787545787545787,0.85,0.8947368421052632,0.16289594138375038,0.9500790254049172,0.7763157894736842
