model,veri_turu,method,panel,scenario,n_rows,n_selected_features,train_rows,test_rows,accuracy,f1,f1_macro,precision,recall,mcc,pr_auc,roc_auc
CatBoost,TEMİZLENMİŞ_COMBINED,FILTER_MUTUAL_INFO + EMBEDDED,PAH,CATBOOST_Kategorik_String_AL_Sifir_EK_Medyan,372,83,297,75,0.88,0.931297709923664,0.7288067496986741,0.8840579710144928,0.9838709677419356,0.5141487187108322,0.9532579718282226,0.8300248138957816
CatBoost,TEMİZLENMİŞ_COMBINED,FILTER_MUTUAL_INFO + EMBEDDED,CFTR,CATBOOST_Kategorik_String_AL_Sifir_EK_Medyan,111,80,88,23,0.782608695652174,0.8717948717948718,0.5787545787545787,0.85,0.8947368421052632,0.1628959413837503,0.9671178044792998,0.8421052631578947
CatBoost,TEMİZLENMİŞ_COMBINED,WRAPPER_RFE + EMBEDDED,MASTER,CATBOOST_Kategorik_String_Eksik_Veri_Korundu,2931,63,2344,587,0.8262350936967632,0.8785714285714286,0.7865911035072712,0.9,0.858139534883721,0.5758041080606104,0.9319952224901608,0.8663309139386758
CatBoost,TEMİZLENMİŞ_COMBINED,WRAPPER_RFE + EMBEDDED,KANSER,CATBOOST_Kategorik_String_Eksik_Veri_KNNImputer,388,72,310,78,0.8717948717948718,0.9107142857142856,0.8417207792207793,0.8793103448275862,0.9444444444444444,0.6899837579297765,0.8954495324783646,0.8479938271604939
CatBoost,TEMİZLENMİŞ_COMBINED,WRAPPER_RFE + EMBEDDED,PAH,CATBOOST_Kategorik_String_AL_Sifir_EK_Medyan,372,63,297,75,0.8666666666666667,0.9253731343283582,0.6501865671641791,0.8611111111111112,1.0,0.4457779141208643,0.9445289591005464,0.8114143920595533
CatBoost,TEMİZLENMİŞ_COMBINED,WRAPPER_RFE + EMBEDDED,CFTR,CATBOOST_Kategorik_String_AL_Sifir_EK_Medyan,111,67,88,23,0.8260869565217391,0.9,0.6166666666666667,0.8571428571428571,0.9473684210526316,0.2654971220267957,0.9721254215612204,0.8684210526315789
CatBoost,TEMİZLENMİŞ_COMBINED,FILTER_ANOVA + WRAPPER_RFE + EMBEDDED,MASTER,CATBOOST_Kategorik_String_Eksik_Veri_Korundu,2931,97,2344,587,0.8126064735945485,0.8690476190476191,0.7698531508411748,0.8902439024390244,0.8488372093023255,0.5422585147865039,0.9333845333214624,0.8639016442008591
CatBoost,TEMİZLENMİŞ_COMBINED,FILTER_ANOVA + WRAPPER_RFE + EMBEDDED,KANSER,CATBOOST_Kategorik_String_Eksik_Veri_KNNImputer,388,93,310,78,0.8717948717948718,0.9107142857142856,0.8417207792207793,0.8793103448275862,0.9444444444444444,0.6899837579297765,0.8947334900648667,0.8503086419753085
CatBoost,TEMİZLENMİŞ_COMBINED,FILTER_ANOVA + WRAPPER_RFE + EMBEDDED,PAH,CATBOOST_Kategorik_String_AL_Sifir_EK_Medyan,372,80,297,75,0.8666666666666667,0.9253731343283582,0.6501865671641791,0.8611111111111112,1.0,0.4457779141208643,0.9610212411556204,0.8399503722084367
CatBoost,TEMİZLENMİŞ_COMBINED,FILTER_ANOVA + WRAPPER_RFE + EMBEDDED,CFTR,CATBOOST_Kategorik_String_AL_Sifir_EK_Medyan,111,91,88,23,0.8695652173913043,0.9230769230769232,0.7472527472527473,0.9,0.9473684210526316,0.5034965460952284,0.9615654620848522,0.8289473684210527
CatBoost,TEMİZLENMİŞ_COMBINED,FILTER_MUTUAL_INFO + WRAPPER_RFE + EMBEDDED,MASTER,CATBOOST_Kategorik_String_Eksik_Veri_Korundu,2931,78,2344,587,0.8245315161839863,0.8775267538644471,0.7841087222775689,0.8978102189781022,0.858139534883721,0.5705814047383172,0.9315343330305584,0.8649237150051844
CatBoost,TEMİZLENMİŞ_COMBINED,FILTER_MUTUAL_INFO + WRAPPER_RFE + EMBEDDED,KANSER,CATBOOST_Kategorik_String_Eksik_Veri_KNNImputer,388,89,310,78,0.8717948717948718,0.9107142857142856,0.8417207792207793,0.8793103448275862,0.9444444444444444,0.6899837579297765,0.9117360382744546,0.861111111111111
CatBoost,TEMİZLENMİŞ_COMBINED,FILTER_MUTUAL_INFO + WRAPPER_RFE + EMBEDDED,PAH,CATBOOST_Kategorik_String_AL_Sifir_EK_Medyan,372,90,297,75,0.8666666666666667,0.9253731343283582,0.6501865671641791,0.8611111111111112,1.0,0.4457779141208643,0.9283354950723895,0.7444168734491315
CatBoost,TEMİZLENMİŞ_COMBINED,FILTER_MUTUAL_INFO + WRAPPER_RFE + EMBEDDED,CFTR,CATBOOST_Kategorik_String_AL_Sifir_EK_Medyan,111,91,88,23,0.8260869565217391,0.9,0.6166666666666667,0.8571428571428571,0.9473684210526316,0.2654971220267957,0.9471316502826196,0.7894736842105263
