model,veri_turu,method,panel,scenario,n_rows,n_selected_features,train_rows,test_rows,accuracy,f1,f1_macro,precision,recall,mcc,pr_auc,roc_auc
CatBoost,TEMİZLENMİŞ_COMBINED,FILTER_ANOVA,MASTER,CATBOOST_Kategorik_String_Eksik_Veri_Korundu,2931,50,2344,587,0.7989778534923339,0.8571428571428571,0.7590311986863711,0.8939393939393939,0.8232558139534883,0.5250387393508136,0.9004120447939383,0.8296252407050808
CatBoost,TEMİZLENMİŞ_COMBINED,FILTER_ANOVA,KANSER,CATBOOST_Kategorik_String_Eksik_Veri_KNNImputer,388,50,310,78,0.8717948717948718,0.9122807017543859,0.8370927318295739,0.8666666666666667,0.9629629629629629,0.6897247020435424,0.8918088394182196,0.8425925925925927
CatBoost,TEMİZLENMİŞ_COMBINED,FILTER_ANOVA,PAH,CATBOOST_Kategorik_String_AL_Sifir_EK_Medyan,372,50,297,75,0.84,0.9090909090909091,0.6212121212121212,0.8571428571428571,0.967741935483871,0.30124402353524565,0.9324617084544775,0.7518610421836228
CatBoost,TEMİZLENMİŞ_COMBINED,FILTER_ANOVA,CFTR,CATBOOST_Kategorik_String_AL_Sifir_EK_Medyan,111,50,88,23,0.8260869565217391,0.9,0.6166666666666667,0.8571428571428571,0.9473684210526315,0.26549712202679576,0.903065074443598,0.6447368421052632
