model,veri_turu,method,panel,scenario,n_rows,n_selected_features,train_rows,test_rows,accuracy,f1,f1_macro,precision,recall,mcc,pr_auc,roc_auc
TabPFN,ORİJİNAL_VERİ_COMBINED,FILTER_ANOVA + WRAPPER_RFE,MASTER,TabPFN_Ordinal_Encoding_Eksik_Veri_Ortalama,2931,52,2344,587,0.8347529812606473,0.893523600439078,0.7623511538317063,0.8461538461538461,0.9465116279069767,0.5467783331677365,0.9299281783336619,0.8575470300696192
TabPFN,ORİJİNAL_VERİ_COMBINED,FILTER_ANOVA + WRAPPER_RFE,KANSER,TabPFN_Ordinal_Encoding_Eksik_Veri_Ortalama,388,50,310,78,0.8717948717948718,0.9107142857142857,0.8417207792207793,0.8793103448275862,0.9444444444444444,0.6899837579297765,0.9175895437976899,0.8672839506172839
TabPFN,ORİJİNAL_VERİ_COMBINED,FILTER_ANOVA + WRAPPER_RFE,PAH,TabPFN_Ordinal_Encoding_Eksik_Veri_Ortalama_Yuksek_Eksik_Sutun_Silinmis,372,50,297,75,0.88,0.9323308270676691,0.7014595311808933,0.8732394366197183,1.0,0.5183522522584925,0.9492396523481161,0.8126550868486352
TabPFN,ORİJİNAL_VERİ_COMBINED,FILTER_ANOVA + WRAPPER_RFE,CFTR,TabPFN_Ordinal_Encoding_Eksik_Veri_Medyan,111,52,88,23,0.8695652173913043,0.9230769230769231,0.7472527472527473,0.9,0.9473684210526315,0.5034965460952284,0.8438038678139704,0.6578947368421053
