model,veri_turu,method,panel,scenario,n_rows,n_selected_features,train_rows,test_rows,accuracy,f1,f1_macro,precision,recall,mcc,pr_auc,roc_auc
CatBoost,TEMİZLENMİŞ_COMBINED,FILTER_MUTUAL_INFO + WRAPPER_RFE,MASTER,CATBOOST_Kategorik_String_Eksik_Veri_Korundu,2931,69,2344,587,0.8296422487223168,0.8817966903073287,0.7884593207634204,0.8966346153846154,0.8674418604651163,0.5782310464991395,0.9279045543753546,0.8641830839875574
CatBoost,TEMİZLENMİŞ_COMBINED,FILTER_MUTUAL_INFO + WRAPPER_RFE,KANSER,CATBOOST_Kategorik_String_Eksik_Veri_KNNImputer,388,74,310,78,0.8846153846153846,0.9203539823008849,0.8555258283597448,0.8813559322033898,0.9629629629629629,0.7217951267331445,0.8949339314250044,0.8425925925925926
CatBoost,TEMİZLENMİŞ_COMBINED,FILTER_MUTUAL_INFO + WRAPPER_RFE,PAH,CATBOOST_Kategorik_String_AL_Sifir_EK_Medyan,372,81,297,75,0.8533333333333334,0.9172932330827067,0.6351172047766475,0.8591549295774648,0.9838709677419355,0.36159249855128706,0.9427948751701372,0.7990074441687346
CatBoost,TEMİZLENMİŞ_COMBINED,FILTER_MUTUAL_INFO + WRAPPER_RFE,CFTR,CATBOOST_Kategorik_String_AL_Sifir_EK_Medyan,111,77,88,23,0.8695652173913043,0.9230769230769231,0.7472527472527473,0.9,0.9473684210526315,0.5034965460952284,0.9586629853046664,0.8157894736842105
