model,method,panel,veri_turu,n_rows,n_selected_features,train_rows,test_rows,accuracy,f1,f1_macro,precision,recall,mcc,pr_auc,roc_auc
CatBoost,FILTER_MUTUAL_INFO + WRAPPER_RFE + EMBEDDED,MASTER,TEMİZLENMİŞ,2931,76,2344,587,0.8262350936967632,0.8797169811320755,0.7834167727746267,0.8923444976076556,0.8674418604651163,0.5677960554279464,0.9398893147321856,0.8741371648644646
CatBoost,FILTER_MUTUAL_INFO + WRAPPER_RFE + EMBEDDED,KANSER,TEMİZLENMİŞ,388,86,310,78,0.8589743589743589,0.9009009009009009,0.8282282282282283,0.8771929824561403,0.9259259259259259,0.6599670323600246,0.8997832956643838,0.8649691358024691
CatBoost,FILTER_MUTUAL_INFO + WRAPPER_RFE + EMBEDDED,PAH,TEMİZLENMİŞ,372,95,297,75,0.88,0.9323308270676691,0.7014595311808933,0.8732394366197183,1.0,0.5183522522584925,0.9458165290318985,0.7990074441687345
CatBoost,FILTER_MUTUAL_INFO + WRAPPER_RFE + EMBEDDED,CFTR,TEMİZLENMİŞ,111,89,88,23,0.8695652173913043,0.9230769230769231,0.7472527472527473,0.9,0.9473684210526315,0.5034965460952284,0.9595891774998719,0.8157894736842105
